id,title,description,availability,condition,price,link,image_link,brand,product_type
NF-A14 FLX,NOCTUA VENTILADOR NF- A14 FLX,"Ventilador de 140x25mm con marco cuadrado AAO y patrón de montaje estándar de 140mm (124.5mm). Versión de 3 pines con velocidades de 1200/1050/900rpm mediante los Low-Noise Adaptors incluidos, para afinar entre ventilación y silencio. MTTF superior a 150,000 horas y 6 años de garantía.",out of stock,new,436.82 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14%20FLX,https://catalogo.quantum-imports.com/images/noctua/nf-a14_flx.jpg,NOCTUA,VENTILADOR
NF-A14iPPC-3000 PWM,NOCTUA VENTILADOR NF- A14 INDUSTRIALPPC-3000,"Ventilador industrial de 140x25mm que gira hasta 3000rpm, el más potente de la serie de 140mm de Noctua con caudal cercano a 270 m³/h. Marco e impulsor de poliamida reforzada con fibra de vidrio (soporta hasta 140°C), protección IP52 y control PWM de 4 pines. 6 años de garantía.",out of stock,new,581.71 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14iPPC-3000%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a14ippc-3000_pwm.jpg,NOCTUA,VENTILADOR
NF-A14 PWM,NOCTUA VENTILADOR NF- A14 PWM,"Ventilador de 140x25mm con marco cuadrado AAO y montaje estándar de 140mm, ideal para radiadores de refrigeración líquida y como reemplazo premium de ventiladores de gabinete. Control automático por PWM de 4 pines hasta 1500rpm, con Low-Noise Adaptor que reduce el máximo a 1200rpm. 6 años de garantía.",out of stock,new,470.67 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a14_pwm.jpg,NOCTUA,VENTILADOR
NF-A14 PWM CH.BK.S,NOCTUA VENTILADOR NF- A14 PWM CHROMAX.BLACK.SWAP,"Versión chromax.black.swap del NF-A14 PWM: mismo rendimiento que el modelo estándar, solo cambia el acabado negro e incluye pads anti-vibración intercambiables. Ventilador de 140x25mm con control PWM de 4 pines hasta 1500rpm y Low-Noise Adaptor a 1200rpm. 6 años de garantía.",in stock,new,519.34 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14%20PWM%20CH.BK.S,https://catalogo.quantum-imports.com/images/noctua/nf-a14_pwm_ch_bk_s.jpg,NOCTUA,VENTILADOR
NF-A14 ULN,NOCTUA VENTILADOR NF- A14 ULN,"Ventilador de 140x25mm de la línea ULN (ultra-low-noise), con ajustes de 800/650rpm por 3 pines mediante los Low-Noise Adaptors incluidos. Consumo de apenas 0.48W para operación casi silenciosa en equipos muy sensibles al ruido. 6 años de garantía.",out of stock,new,468.53 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14%20ULN,https://catalogo.quantum-imports.com/images/noctua/nf-a14_uln.jpg?v3,NOCTUA,VENTILADOR
NF-A14iPPC-2000 PWM,NOCTUA VENTILADOR NF- A14 IPPC-2000 PWM,"Ventilador industrial de 140x25mm de hasta 2000rpm con control PWM de 4 pines para regulación automática. Marco e impulsor de poliamida reforzada con fibra de vidrio, protección IP52 y rodamiento SSO2. 6 años de garantía.",out of stock,new,590.19 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14iPPC-2000%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a14ippc-2000_pwm.jpg,NOCTUA,VENTILADOR
NF-A14X25 G2 PWM,NOCTUA VENTILADOR A14X25 G2 PWM,"Ventilador de 140x25mm de segunda generación (G2) con marco cuadrado, regulable por PWM desde 1500rpm hasta 300rpm; incluye Low-Noise Adaptor que baja el máximo a 1250rpm. Impulsor de holgura de punta reducida y motor etaPERF de bajas pérdidas para trabajar contra contrapresión. 6 años de garantía.",in stock,new,786.52 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14X25%20G2%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a14x25_g2_pwm.jpg,NOCTUA,VENTILADOR
NF-A14X25 G2 PWM SX2-PP,NOCTUA VENTILADOR A14X25 G2 PWM Sx2 PP,"Paquete de dos ventiladores NF-A14x25 G2 PWM de marco cuadrado (140x25mm), con velocidad desfasada aproximadamente +/-25rpm entre sí para evitar interferencias armónicas en configuraciones push-pull o instalaciones lado a lado, como radiadores de 280mm. Ambos regulables por PWM de 1500 a 300rpm. 6 años de garantía.",in stock,new,1480.71 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14X25%20G2%20PWM%20SX2-PP,https://catalogo.quantum-imports.com/images/noctua/nf-a14x25_g2_pwm_sx2-pp.jpg,NOCTUA,VENTILADOR
NF-A14X25r G2 PWM,NOCTUA VENTILADOR A14X25R G2 PWM,"Ventilador de 140x25mm de segunda generación (G2) con marco redondo, regulable por PWM desde 1500rpm hasta 300rpm y Low-Noise Adaptor a 1250rpm. Impulsor Progressive Bend con holgura de punta de solo 0.7mm y motor etaPERF de bajas pérdidas. 6 años de garantía.",in stock,new,931.78 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14X25r%20G2%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a14x25r_g2_pwm.jpg,NOCTUA,VENTILADOR
NF-A14X25r G2 PWM SX2-PP,NOCTUA VENTILADOR A14X25R G2  Sx2 PP,"Paquete de dos ventiladores NF-A14x25r G2 PWM de marco redondo (140x25mm), con velocidad desfasada aproximadamente +/-25rpm para configuraciones push-pull o montaje lado a lado. Ambos regulables por PWM de 1500 a 300rpm. 6 años de garantía.",in stock,new,1750.39 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14X25r%20G2%20PWM%20SX2-PP,https://catalogo.quantum-imports.com/images/noctua/nf-a14x25r_g2_pwm_sx2-pp.jpg?v3,NOCTUA,VENTILADOR
NF-A14x25r G2 PWM CH.BK,NOCTUA VENTILADOR NF-A14x25r G2 PWM CH.BK,"Versión chromax.black del NF-A14x25r G2 PWM (marco redondo): mismo rendimiento que el estándar, solo cambia el acabado totalmente negro. Ventilador de 140x25mm regulable por PWM de 1500 a 300rpm con Low-Noise Adaptor a 1250rpm. 6 años de garantía.",in stock,new,964.59 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14x25r%20G2%20PWM%20CH.BK,https://catalogo.quantum-imports.com/images/noctua/NF-A14x25r_G2_PWM_CH_BK.jpg,NOCTUA,VENTILADOR
NF-A14x25r G2 PWM Sx2-PP CH.BK,NOCTUA VENTILADOR NF-A14x25r G2 PWM Sx2-PP CH.BK,"Paquete push-pull de dos ventiladores NF-A14x25r G2 PWM de marco redondo en acabado chromax.black; mismo rendimiento que la versión estándar, solo cambia el color negro. Velocidad desfasada entre ambos, regulables por PWM de 1500 a 300rpm. 6 años de garantía.",in stock,new,1708.39 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14x25r%20G2%20PWM%20Sx2-PP%20CH.BK,https://catalogo.quantum-imports.com/images/noctua/NF-A14x25r_G2_PWM_Sx2-PP_CH_BK.jpg?v3,NOCTUA,VENTILADOR
NF-A14x25 G2 PWM CH.BK,NOCTUA VENTILADOR NF-A14x25 G2 PWM CH.BK,"Versión chromax.black del NF-A14x25 G2 PWM (marco cuadrado): idéntico rendimiento al estándar, solo cambia el acabado negro. Ventilador de 140x25mm regulable por PWM de 1500 a 300rpm con Low-Noise Adaptor a 1250rpm. 6 años de garantía.",out of stock,new,964.59 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14x25%20G2%20PWM%20CH.BK,https://catalogo.quantum-imports.com/images/noctua/NF-A14x25_G2_PWM_CH_BK.jpg,NOCTUA,VENTILADOR
NF-A14x25 G2 PWM Sx2-PP CH.BK,NOCTUA VENTILADOR NF-A14x25 G2 PWM Sx2-PP CH.BK,"Paquete push-pull de dos ventiladores NF-A14x25 G2 PWM de marco cuadrado en acabado chromax.black; mismo rendimiento que la versión estándar, solo cambia el color negro. Velocidad desfasada entre ambos, regulables por PWM de 1500 a 300rpm. 6 años de garantía.",out of stock,new,1708.39 MXN,https://catalogo.quantum-imports.com/?sku=NF-A14x25%20G2%20PWM%20Sx2-PP%20CH.BK,https://catalogo.quantum-imports.com/images/noctua/NF-A14x25_G2_PWM_Sx2-PP_CH_BK.jpg,NOCTUA,VENTILADOR
NF-A15 PWM,NOCTUA VENTILADOR NF- A15 PWM,"Ventilador de 140mm en marco ampliado a 150mm de ancho, con montaje de 120mm (105mm de separación), pensado para disipadores de CPU de gama alta. Control PWM hasta 1200rpm con Low-Noise Adaptor a 900rpm y consumo de solo 0.96W. 6 años de garantía.",out of stock,new,435.25 MXN,https://catalogo.quantum-imports.com/?sku=NF-A15%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a15_pwm.jpg,NOCTUA,VENTILADOR
NF-A15 PWM CH.BK.S,NOCTUA VENTILADOR NF- A15 HS-PWM CHROMAX.BLACK.SWAP,"Versión chromax.black.swap del NF-A15 (comercializada como NF-A15 HS-PWM chromax.black.swap): mismo rendimiento que el estándar, solo cambia el acabado negro con pads anti-vibración intercambiables. Ventilador de 140mm en marco de 150mm con montaje de 120mm, control PWM hasta 1200rpm y Low-Noise Adaptor a 900rpm. 6 años de garantía.",out of stock,new,519.61 MXN,https://catalogo.quantum-imports.com/?sku=NF-A15%20PWM%20CH.BK.S,https://catalogo.quantum-imports.com/images/noctua/nf-a15_pwm_ch_bk_s.jpg,NOCTUA,VENTILADOR
NF-A20 PWM,NOCTUA VENTILADOR NF- A20 PWM,"Ventilador de 200mm y 30mm de grosor con marco AAO, regulable por PWM hasta 800rpm y Low-Noise Adaptor que reduce el máximo a 550rpm. Tres patrones de montaje (154x154mm, 110x180mm y 170x170mm) para reemplazar ventiladores de 200, 230 y 250mm. 6 años de garantía.",out of stock,new,547.48 MXN,https://catalogo.quantum-imports.com/?sku=NF-A20%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a20_pwm.jpg,NOCTUA,VENTILADOR
NF-A20 PWM CH.BK.S,NOCTUA VENTILADOR NF- A20 PWM CH.BK.S,"Versión chromax.black.swap del NF-A20 PWM: mismo rendimiento que el estándar, solo cambia el acabado negro con pads intercambiables. Ventilador de 200mm y 30mm de grosor, PWM hasta 800rpm con Low-Noise Adaptor a 550rpm y tres patrones de montaje. 6 años de garantía.",in stock,new,668.02 MXN,https://catalogo.quantum-imports.com/?sku=NF-A20%20PWM%20CH.BK.S,https://catalogo.quantum-imports.com/images/noctua/nf-a20_pwm_ch_bk_s.jpg,NOCTUA,VENTILADOR
NF-A4x10 5V PWM,NOCTUA VENTILADOR NF- A4X10 5V PWM,"Ventilador delgado de 40x10mm en versión de 5V con control PWM, cableado modular y adaptador OmniJoin. Incluye cable adaptador USB para alimentarlo desde power banks, puertos USB o fuentes USB. Rodamiento SSO2 y 6 años de garantía.",out of stock,new,299.79 MXN,https://catalogo.quantum-imports.com/?sku=NF-A4x10%205V%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a4x10_5v_pwm.jpg?v3,NOCTUA,VENTILADOR
NF-A4X10 FLX,NOCTUA VENTILADOR NF- A4X10 FLX,"Ventilador delgado de 40x10mm en versión de 3 pines (FLX), con velocidad máxima de 4500rpm y Low-Noise Adaptor que la reduce a 3700rpm. Rodamiento SSO2, MTTF superior a 150,000 horas y 6 años de garantía.",in stock,new,314.09 MXN,https://catalogo.quantum-imports.com/?sku=NF-A4X10%20FLX,https://catalogo.quantum-imports.com/images/noctua/nf-a4x10_flx.jpg,NOCTUA,VENTILADOR
NF-F12iPPC-3000 PWM,NOCTUA VENTILADOR NF- F12 INDUSTRIALPPC-3000 PWM,"Ventilador industrial de 120x25mm que gira hasta 3000rpm con caudal cercano a 186.7 m³/h, el 120mm más potente de Noctua. Sistema Focused Flow, marco e impulsor de poliamida reforzada con fibra de vidrio, protección IP52 y control PWM. 6 años de garantía.",in stock,new,551.40 MXN,https://catalogo.quantum-imports.com/?sku=NF-F12iPPC-3000%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-f12ippc-3000_pwm.jpg,NOCTUA,VENTILADOR
NF-F12 PWM CH.BK.S,NOCTUA VENTILADOR NF-F12 PWM CHROMAX.BLACK.SWAP,"Versión chromax.black.swap del NF-F12 PWM: mismo rendimiento que el estándar, solo cambia el acabado negro con pads intercambiables. Ventilador de 120x25mm con sistema Focused Flow, PWM de 4 pines hasta 1500rpm y Low-Noise Adaptor a 1200rpm. 6 años de garantía.",in stock,new,471.85 MXN,https://catalogo.quantum-imports.com/?sku=NF-F12%20PWM%20CH.BK.S,https://catalogo.quantum-imports.com/images/noctua/nf-f12_pwm_ch_bk_s.jpg,NOCTUA,VENTILADOR
NF-F12-PWM,NOCTUA VENTILADOR NF- F12 PWM,Ventilador de 120x25mm con sistema Focused Flow (11 álabes guía y 7 aspas) para alta presión estática en disipadores y radiadores. Control PWM de 4 pines hasta 1500rpm con Low-Noise Adaptor a 1200rpm y consumo de solo 0.6W. 6 años de garantía.,out of stock,new,426.18 MXN,https://catalogo.quantum-imports.com/?sku=NF-F12-PWM,https://catalogo.quantum-imports.com/images/noctua/nf-f12-pwm.jpg,NOCTUA,VENTILADOR
NF-F12iPPC-2000 PWM,NOCTUA VENTILADOR NF- F12IPPC-2000 PWM,"Ventilador industrial de 120x25mm de hasta 2000rpm con control PWM para regulación automática. Sistema Focused Flow, marco e impulsor de poliamida reforzada con fibra de vidrio y protección IP52. 6 años de garantía.",in stock,new,502.85 MXN,https://catalogo.quantum-imports.com/?sku=NF-F12iPPC-2000%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-f12ippc-2000_pwm.jpg,NOCTUA,VENTILADOR
NF-P12 redux-1300,NOCTUA VENTILADOR NF- P12 REDUX-1300,"Ventilador de 120x25mm de la línea redux, versión de 3 pines a 1300rpm, ideal para ventilación de gabinete con balance entre rendimiento y silencio. Impulsor de nueve aspas para aplicaciones de alta impedancia, rodamiento SSO y 6 años de garantía.",out of stock,new,305.17 MXN,https://catalogo.quantum-imports.com/?sku=NF-P12%20redux-1300,https://catalogo.quantum-imports.com/images/noctua/nf-p12_redux-1300.jpg,NOCTUA,VENTILADOR
NF-P12 redux-1700P,NOCTUA VENTILADOR NF- P12 REDUX 1700 PWM,"Ventilador de 120x25mm de la línea redux, versión PWM a 1700rpm para enfriamiento de alto rendimiento en gabinete, radiador y CPU. Impulsor de nueve aspas para alta impedancia, IC NE-FD1 para control automático y 6 años de garantía.",in stock,new,304.19 MXN,https://catalogo.quantum-imports.com/?sku=NF-P12%20redux-1700P,https://catalogo.quantum-imports.com/images/noctua/nf-p12_redux-1700p.jpg,NOCTUA,VENTILADOR
NF-P12 redux-900,NOCTUA VENTILADOR NF- P12 REDUX-900,"Ventilador de 120x25mm de la línea redux, versión de 3 pines a 900rpm para operación casi silenciosa. Impulsor de nueve aspas de alta impedancia, rodamiento SSO y 6 años de garantía.",out of stock,new,310.78 MXN,https://catalogo.quantum-imports.com/?sku=NF-P12%20redux-900,https://catalogo.quantum-imports.com/images/noctua/nf-p12_redux-900.jpg,NOCTUA,VENTILADOR
NF-P14s redux-1200P,NOCTUA VENTILADOR NF-P14S REDUX-1200 PWM,"Ventilador de 140x25mm de la línea redux con marco cuadrado y montaje estándar de 140mm (124.5mm), versión PWM a 1200rpm con IC NE-FD1 para control automático. Impulsor de nueve aspas para alta impedancia y 6 años de garantía.",out of stock,new,308.19 MXN,https://catalogo.quantum-imports.com/?sku=NF-P14s%20redux-1200P,https://catalogo.quantum-imports.com/images/noctua/nf-p14s_redux-1200p.jpg?v3,NOCTUA,VENTILADOR
NF-P14s redux-1500P,NOCTUA VENTILADOR NF- P14S REDUX-1500 PWM,"Ventilador de 140x25mm de la línea redux con marco cuadrado y montaje de 140mm, versión PWM a 1500rpm para enfriamiento de alto rendimiento en gabinete, radiador y CPU. Impulsor de nueve aspas de alta impedancia y 6 años de garantía.",in stock,new,341.56 MXN,https://catalogo.quantum-imports.com/?sku=NF-P14s%20redux-1500P,https://catalogo.quantum-imports.com/images/noctua/nf-p14s_redux-1500p.jpg,NOCTUA,VENTILADOR
NF-P14s redux-900,NOCTUA VENTILADOR NF- P14S REDUX-900,"Ventilador de 140x25mm de la línea redux con marco cuadrado y montaje de 140mm, versión de 3 pines a 900rpm para operación casi silenciosa. Impulsor de nueve aspas de alta impedancia y 6 años de garantía.",out of stock,new,317.39 MXN,https://catalogo.quantum-imports.com/?sku=NF-P14s%20redux-900,https://catalogo.quantum-imports.com/images/noctua/nf-p14s_redux-900.jpg,NOCTUA,VENTILADOR
NF-S12A FLX,NOCTUA VENTILADOR NF- S12 A FLX,"Ventilador de 120x25mm de la serie S12 (tercera generación) con marco AAO y Anti-Stall Knobs, orientado a ventilación de gabinete de baja impedancia. Versión de 3 pines con ajustes de 1200/900/700rpm mediante los Low-Noise Adaptors incluidos. Rodamiento SSO2 y 6 años de garantía.",in stock,new,399.05 MXN,https://catalogo.quantum-imports.com/?sku=NF-S12A%20FLX,https://catalogo.quantum-imports.com/images/noctua/nf-s12a_flx.jpg,NOCTUA,VENTILADOR
NF-S12A PWM,NOCTUA VENTILADOR NF- S12A PWM,"Ventilador de 120x25mm de la serie S12 (tercera generación) con marco AAO y Anti-Stall Knobs para ventilación de gabinete. Control PWM de 4 pines hasta 1200rpm con Low-Noise Adaptor a 900rpm, IC NE-FD1 y rodamiento SSO2. 6 años de garantía.",in stock,new,449.05 MXN,https://catalogo.quantum-imports.com/?sku=NF-S12A%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-s12a_pwm.jpg,NOCTUA,VENTILADOR
NF-S12A PWM CH.BK.S,NOCTUA VENTILADOR NF- S12A PWM CHROMAX.BLACK.SWAP,"Versión chromax.black.swap del NF-S12A PWM: mismo rendimiento que el estándar, solo cambia el acabado negro con pads intercambiables. Ventilador de 120x25mm para gabinete, PWM de 4 pines hasta 1200rpm con Low-Noise Adaptor a 900rpm. 6 años de garantía.",in stock,new,448.12 MXN,https://catalogo.quantum-imports.com/?sku=NF-S12A%20PWM%20CH.BK.S,https://catalogo.quantum-imports.com/images/noctua/nf-s12a_pwm_ch_bk_s.jpg,NOCTUA,VENTILADOR
NF-S12B redux-1200,NOCTUA VENTILADOR NF- S12B REDUX-1200,"Ventilador de 120x25mm de la línea redux basado en el NF-S12B, diseñado para ventilación de gabinete de baja impedancia. Versión de 3 pines a 1200rpm, rodamiento SSO y 6 años de garantía.",in stock,new,283.22 MXN,https://catalogo.quantum-imports.com/?sku=NF-S12B%20redux-1200,https://catalogo.quantum-imports.com/images/noctua/nf-s12b_redux-1200.jpg,NOCTUA,VENTILADOR
NF-S12B redux-1200P,NOCTUA VENTILADOR NF- S12B REDUX-1200 PWM,"Ventilador de 120x25mm de la línea redux basado en el NF-S12B, para ventilación de gabinete de baja impedancia. Versión PWM a 1200rpm con IC NE-FD1 para control automático, rodamiento SSO y 6 años de garantía.",in stock,new,329.47 MXN,https://catalogo.quantum-imports.com/?sku=NF-S12B%20redux-1200P,https://catalogo.quantum-imports.com/images/noctua/nf-s12b_redux-1200p.jpg,NOCTUA,VENTILADOR
NA-FK1 REDUX,NOCTUA VENTILADOR NA-FK1 REDUX PWM,"Kit de segundo ventilador para el disipador NH-U12S redux. Incluye un ventilador NF-P12 redux-1700 PWM, cuatro pads anti-vibración NA-AVP2, un par de clips de montaje, cable divisor PWM NA-YC1 de 4 pines y dos Low-Noise Adaptors, para convertirlo en configuración push-pull y mejorar el enfriamiento entre 1 y 3°C. 6 años de garantía.",out of stock,new,352.77 MXN,https://catalogo.quantum-imports.com/?sku=NA-FK1%20REDUX,https://catalogo.quantum-imports.com/images/noctua/na-fk1_redux.jpg,NOCTUA,VENTILADOR
NF-A4x20 PWM,NOCTUA VENTILADOR NF- A4X20 PWM,"Ventilador de 40x20mm con marco AAO, el doble de grueso que el NF-A4x10 para mayor presión estática en aplicaciones de alta resistencia al flujo. Control PWM de 4 pines hasta 5000rpm con Low-Noise Adaptor a 4400rpm y adaptador OmniJoin. Rodamiento SSO2 y 6 años de garantía.",out of stock,new,326.26 MXN,https://catalogo.quantum-imports.com/?sku=NF-A4x20%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a4x20_pwm.jpg,NOCTUA,VENTILADOR
NF-A6X25 PWM,NOCTUA VENTILADOR NF- A6X25 PWM,Ventilador de 60x25mm con marco AAO y Flow Acceleration Channels. Control PWM de 4 pines hasta 3000rpm con Low-Noise Adaptor que lo reduce a 2100rpm. Rodamiento SSO2 y 6 años de garantía.,out of stock,new,286.82 MXN,https://catalogo.quantum-imports.com/?sku=NF-A6X25%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a6x25_pwm.jpg,NOCTUA,VENTILADOR
NF-A6X25 FXL,NOCTUA VENTILADOR NF- A6X25 FLX,Ventilador de 60x25mm en versión de 3 pines (FLX) con marco AAO. Incluye Low-Noise Adaptors para regular la velocidad máxima de 3000rpm a 2400 o 1600rpm. Rodamiento SSO2 y 6 años de garantía.,out of stock,new,289.06 MXN,https://catalogo.quantum-imports.com/?sku=NF-A6X25%20FXL,https://catalogo.quantum-imports.com/images/noctua/nf-a6x25_fxl.jpg,NOCTUA,VENTILADOR
NF-A8 PWM,NOCTUA VENTILADOR NF- A8 PWM,Ventilador de 80x25mm con marco AAO y Flow Acceleration Channels. Control PWM de 4 pines hasta 2200rpm con Low-Noise Adaptor que lo reduce a 1750rpm. Rodamiento SSO2 y 6 años de garantía.,out of stock,new,326.22 MXN,https://catalogo.quantum-imports.com/?sku=NF-A8%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a8_pwm.jpg,NOCTUA,VENTILADOR
NF-A8 ULN,NOCTUA VENTILADOR NF- A8 ULN,"Ventilador de 80x25mm de la línea ULN (ultra-low-noise), el modelo más silencioso de 80mm de Noctua, pensado para equipos y aplicaciones muy sensibles al ruido. Marco AAO, rodamiento SSO2 y 6 años de garantía.",out of stock,new,335.67 MXN,https://catalogo.quantum-imports.com/?sku=NF-A8%20ULN,https://catalogo.quantum-imports.com/images/noctua/nf-a8_uln.jpg,NOCTUA,VENTILADOR
NF-A9 PWM,NOCTUA VENTILADOR NF- A9 PWM,"Ventilador de 92x25mm con marco AAO y Flow Acceleration Channels. Control PWM de 4 pines hasta 2000rpm con Low-Noise Adaptor que lo reduce a 1550rpm. IC NE-FD1, rodamiento SSO2 y 6 años de garantía.",out of stock,new,354.15 MXN,https://catalogo.quantum-imports.com/?sku=NF-A9%20PWM,https://catalogo.quantum-imports.com/images/noctua/nf-a9_pwm.jpg,NOCTUA,VENTILADOR
NF-R8 redux-1800,NOCTUA VENTILADOR NF- R8 REDUX-1800,"Ventilador de 80x25mm de la línea redux basado en el NF-R8, versión de 3 pines a 1800rpm. Rodamiento SSO y 6 años de garantía.",out of stock,new,268.00 MXN,https://catalogo.quantum-imports.com/?sku=NF-R8%20redux-1800,https://catalogo.quantum-imports.com/images/noctua/nf-r8_redux-1800.jpg,NOCTUA,VENTILADOR
NF-A9X14,NOCTUA VENTILADOR NF- A9X14 PWM,"Ventilador delgado de 92x14mm, mucho más fino que un 92x25mm estándar, ideal para disipadores de perfil bajo y equipos compactos como HTPC o servidores. Control PWM de 4 pines para regulación automática, rodamiento SSO2 y 6 años de garantía.",out of stock,new,363.55 MXN,https://catalogo.quantum-imports.com/?sku=NF-A9X14,https://catalogo.quantum-imports.com/images/noctua/nf-a9x14.jpg,NOCTUA,VENTILADOR
NF-B9 redux-1600,NOCTUA VENTILADOR NF- B9 REDUX-1600,"Ventilador de 92mm de la línea redux con conector de 3 pines y velocidad máxima de 1600 rpm, pensado para ventilación de gabinete con buen equilibrio entre flujo de aire y silencio. Usa rodamiento SSO-Bearing de grado industrial con más de 150,000 horas de MTTF e incorpora las muescas Vortex-Control que reducen el ruido en el borde de las aspas. Incluye 6 años de garantía del fabricante.",in stock,new,283.38 MXN,https://catalogo.quantum-imports.com/?sku=NF-B9%20redux-1600,https://catalogo.quantum-imports.com/images/noctua/nf-b9_redux-1600.jpg?v3,NOCTUA,VENTILADOR
NA-SYC1,NOCTUA CABLE PARA VENTILADOR SPLITTER NA-SYC1,"Set de dos cables Y NA-YC1 completamente enfundados para ventiladores PWM de 4 pines, que permiten conectar dos ventiladores a un solo header de la placa madre manteniendo el control de velocidad. Varios NA-YC1 se pueden encadenar para gobernar más de dos ventiladores desde un mismo header. Los conectores de 4 pines son compatibles con ventiladores de 3 y 4 pines, aunque el control PWM solo funciona con los de 4 pines.",in stock,new,190.54 MXN,https://catalogo.quantum-imports.com/?sku=NA-SYC1,https://catalogo.quantum-imports.com/images/noctua/na-syc1.jpg,NOCTUA,KIT DE CABLES SPLITTER PARA VENTILADORES
NA-SEC1 CH.BK,NOCTUA 4 CABLES DE EXTENSION NA-SEC1 CH.BK,"Set de cuatro cables de extensión NA-EC1 de 30 cm en acabado chromax.black, con conector de 4 pines compatible con ventiladores de 3 y 4 pines. Se pueden encadenar cuando se necesita más de 30 cm de alcance en gabinetes grandes. El acabado negro combina con los ventiladores de la línea chromax sin diferencia de desempeño respecto al cable estándar.",in stock,new,164.83 MXN,https://catalogo.quantum-imports.com/?sku=NA-SEC1%20CH.BK,https://catalogo.quantum-imports.com/images/noctua/na-sec1_ch_bk.jpg,NOCTUA,KIT DE CABLES DE EXTENSION PARA VENTILADORES
NA-SEC1 CH.RD,NOCTUA 4 CABLES DE EXTENSION ROJO  NA-SEC1 CH.BK,"Set de cuatro cables de extensión NA-EC1 de 30 cm en acabado chromax.red, con conector de 4 pines compatible con ventiladores de 3 y 4 pines. Se pueden encadenar para ampliar el alcance en gabinetes grandes. El acabado rojo aporta acentos de color a builds coordinados sin alterar el desempeño respecto al cable estándar.",out of stock,new,190.76 MXN,https://catalogo.quantum-imports.com/?sku=NA-SEC1%20CH.RD,https://catalogo.quantum-imports.com/images/noctua/na-sec1_ch_rd.jpg,NOCTUA,KIT DE CABLES DE EXTENSION PARA VENTILADORES
NA-FH1,NOCTUA CABLE PARA VENTILADOR SPLITTER NA-FH1,"Hub PWM de 8 canales para conectar y controlar hasta ocho ventiladores desde un solo header PWM de la placa madre o un controlador como el NA-FC1. Soporta ventiladores de 12V y 5V con conectores PWM de 4 pines y de 3 pines, se alimenta por SATA (hasta 54W) o por el conector PWM (hasta 24W) con fusible reactivable contra sobrecorriente, y se fija con cuatro imanes de neodimio. Incluye LEDs de estado por puerto y 6 años de garantía.",out of stock,new,538.56 MXN,https://catalogo.quantum-imports.com/?sku=NA-FH1,https://catalogo.quantum-imports.com/images/noctua/na-fh1.jpg,NOCTUA,KIT DE CABLES DE EXTENSION PARA VENTILADORES
NA-FC1,NOCTUA CONTROLADOR DE VENTILADORES NA-FC1,"Controlador compacto para ventiladores PWM de 4 pines que funciona de forma autónoma o en conjunto con el control automático de la placa madre. Con la perilla se ajusta el ciclo PWM de 0 a 100% y el botón activa el modo 'no stop', que evita que el ventilador baje de 300 rpm. Con el cable divisor de 3 vías y el adaptador de alimentación incluidos controla hasta 3 ventiladores. Garantía de 6 años.",in stock,new,464.19 MXN,https://catalogo.quantum-imports.com/?sku=NA-FC1,https://catalogo.quantum-imports.com/images/noctua/na-fc1.jpg,NOCTUA,CONTROLADOR DE VENTILADORES HASTA 3 VENTILADORES
NA-SAVP1-GREY,NOCTUA PADS ANTI-VIBRACION GRISES NA-SAVP1-GREY,"Set de 16 pads antivibración NA-AVP1 en gris chromax para hasta dos ventiladores de 120/140mm. Fabricados en silicona extra suave, reducen la transmisión de vibraciones mínimas y los ruidos por resonancia hacia el gabinete, cooler o radiador. Mantienen compatibilidad con los tornillos estándar de ventilador.",out of stock,new,167.90 MXN,https://catalogo.quantum-imports.com/?sku=NA-SAVP1-GREY,https://catalogo.quantum-imports.com/images/noctua/na-savp1-grey.jpg?v3,NOCTUA,PADS ANTI-VIBRACION PARA ESQUINAS DE VENTILADORES
